13,864,864
16,432,432
16,216,216
18,108,108
10,54,54
14,27,27
17,877,877
14,726,726
15,363,363
10,981,981
11,650,650
12,325,325
14,962,962
15,481,481
12,912,912
5,456,456
19,228,228
10,114,114
12,57,57
12,892,892
7,446,446
19,223,223
10,783,783
14,743,743
14,531,531
8,617,617
10,596,596
8,298,298
3,149,149
15,810,810
10,405,405
4,938,938
16,469,469
9,906,906
8,453,453
15,898,898
0,449,449
11,896,896
6,448,448
11,224,224
11,112,112
9,56,56
5,28,28
17,14,14
11,7,7
12,867,867
11,721,721
14,520,520
6,260,260
18,130,130
16,65,65
15,832,832
12,416,416
8,208,208
1,104,104
13,52,52
14,26,26
12,13,13
7,870,870
16,435,435
15,953,953
18,700,700
8,350,350
8,175,175
12,823,823
20,763,763
6,541,541
14,622,622
9,311,311
12,1019,1019
0,669,669
6,558,558
16,279,279
10,1003,1003
11,661,661
14,554,554
8,277,277
13,1002,1002
16,501,501
11,922,922
12,461,461
17,902,902
6,451,451
17,897,897
13,672,672
9,336,336
12,168,168
16,84,84
9,42,42
6,21,21
9,874,874
11,437,437
13,954,954
24,477,477
11,910,910
14,455,455
4,899,899
11,673,673
13,560,560
12,280,280
10,140,140
14,70,70
17,35,35
14,881,881
12,728,728
8,364,364
7,182,182
12,91,91
19,845,845
16,710,710
8,355,355
13,977,977
5,648,648
16,324,324
10,162,162
15,81,81
9,840,840
11,420,420
17,210,210
18,105,105
15,852,852
8,426,426
10,213,213
9,778,778
9,389,389
18,930,930
12,465,465
11,904,904
17,452,452
15,226,226
3,113,113
6,856,856
13,428,428
15,214,214
10,107,107
20,853,853
9,714,714
6,357,357
11,978,978
18,489,489
11,916,916
10,458,458
10,229,229
14,786,786
7,393,393
10,932,932
13,466,466
7,233,233
13,788,788
6,394,394
11,197,197
4,770,770
20,385,385
12,928,928
14,464,464
13,232,232
15,116,116
19,58,58
12,29,29
13,878,878
14,439,439
18,955,955
11,701,701
5,574,574
13,287,287
10,1007,1007
13,663,663
10,555,555
19,629,629
19,602,602
10,301,301
13,1014,1014
9,507,507
13,925,925
12,686,686
16,343,343
2,971,971
14,645,645
10,546,546
9,273,273
11,1000,1000
12,500,500
7,250,250
14,125,125
14,862,862
8,431,431
10,951,951
9,699,699
4,573,573
5,638,638
11,319,319
8,1023,1023
8,671,671
7,559,559
14,631,631
14,603,603
5,589,589
10,582,582
9,291,291
14,1009,1009
7,664,664
9,332,332
9,166,166
13,83,83
8,841,841
9,708,708
14,354,354
16,177,177
8,824,824
12,412,412
15,206,206
4,103,103
13,851,851
12,713,713
13,516,516
20,258,258
13,129,129
8,800,800
10,400,400
16,200,200
11,100,100
16,50,50
9,25,25
8,876,876
15,438,438
12,219,219
12,781,781
16,742,742
1,371,371
13,985,985
16,652,652
11,326,326
8,163,163
16,817,817
12,760,760
15,380,380
15,190,190
17,95,95
5,847,847
16,711,711
11,515,515
17,609,609
10,592,592
8,296,296
19,148,148
4,74,74
14,37,37
10,882,882
11,441,441
20,956,956
6,478,478
8,239,239
11,791,791
7,747,747
11,533,533
10,618,618
12,309,309
14,1018,1018
14,509,509
14,926,926
14,463,463
9,903,903
14,675,675
12,561,561
9,632,632
12,316,316
3,158,158
8,79,79
9,839,839
13,707,707
10,513,513
11,608,608
10,304,304
14,152,152
4,76,76
4,38,38
17,19,19
16,873,873
13,724,724
13,362,362
15,181,181
5,826,826
11,413,413
16,942,942
8,471,471
19,907,907
0,677,677
14,562,562
12,281,281
10,1004,1004
11,502,502
12,251,251
12,797,797
10,750,750
16,375,375
17,987,987
4,653,653
14,550,550
15,275,275
13,1001,1001
10,660,660
13,330,330
17,165,165
8,818,818
17,409,409
12,940,940
14,470,470
17,235,235
8,789,789
12,746,746
10,373,373
6,986,986
8,493,493
18,918,918
19,459,459
13,901,901
8,674,674
7,337,337
6,968,968
7,484,484
5,242,242
20,121,121
15,860,860
16,430,430
17,215,215
9,779,779
18,741,741
7,530,530
1,265,265
19,996,996
18,498,498
12,249,249
11,796,796
9,398,398
9,199,199
13,771,771
17,737,737
5,528,528
19,264,264
8,132,132
15,66,66
12,33,33
12,880,880
20,440,440
9,220,220
11,110,110
16,55,55
8,891,891
16,733,733
9,526,526
16,263,263
13,995,995
15,657,657
12,552,552
18,276,276
12,138,138
10,69,69
12,834,834
6,417,417
12,944,944
11,472,472
8,236,236
15,118,118
17,59,59
8,893,893
14,734,734
8,367,367
11,983,983
20,651,651
14,549,549
10,626,626
12,313,313
15,1020,1020
13,510,510
9,255,255
14,799,799
12,751,751
13,535,535
13,619,619
18,597,597
23,586,586
14,293,293
14,1010,1010
22,505,505
11,924,924
6,462,462
13,231,231
16,787,787
18,745,745
13,532,532
4,266,266
10,133,133
7,802,802
12,401,401
10,936,936
13,468,468
14,234,234
11,117,117
13,858,858
17,429,429
8,950,950
14,475,475
8,909,909
9,678,678
7,339,339
13,969,969
8,644,644
13,322,322
7,161,161
7,816,816
15,408,408
21,204,204
15,102,102
8,51,51
11,889,889
14,732,732
6,366,366
17,183,183
12,827,827
12,765,765
9,542,542
12,271,271
18,999,999
14,659,659
12,553,553
11,628,628
15,314,314
15,157,157
8,814,814
13,407,407
12,939,939
12,693,693
12,570,570
4,285,285
5,1006,1006
6,503,503
18,923,923
16,685,685
8,566,566
13,283,283
13,1005,1005
6,662,662
12,331,331
16,965,965
18,642,642
14,321,321
9,960,960
8,480,480
14,240,240
18,120,120
20,60,60
17,30,30
12,15,15
7,871,871
13,723,723
14,521,521
19,612,612
15,306,306
9,153,153
14,812,812
13,406,406
14,203,203
18,773,773
16,738,738
18,369,369
15,984,984
12,492,492
16,246,246
16,123,123
13,861,861
11,718,718
10,359,359
7,979,979
15,649,649
15,548,548
11,274,274
9,137,137
12,804,804
17,402,402
4,201,201
11,772,772
10,386,386
18,193,193
7,768,768
8,384,384
9,192,192
5,96,96
21,48,48
17,24,24
13,12,12
6,6,6
13,3,3
4,865,865
15,720,720
4,360,360
16,180,180
11,90,90
13,45,45
16,886,886
14,443,443
15,957,957
13,702,702
18,351,351
10,975,975
6,647,647
12,547,547
12,625,625
10,600,600
5,300,300
7,150,150
16,75,75
11,837,837
8,706,706
11,353,353
11,976,976
9,488,488
14,244,244
10,122,122
19,61,61
0,894,894
8,447,447
6,959,959
17,703,703
11,575,575
8,639,639
16,607,607
12,591,591
14,583,583
14,579,579
11,577,577
14,576,576
7,288,288
8,144,144
12,72,72
1,36,36
9,18,18
19,9,9
10,868,868
2,434,434
15,217,217
9,780,780
12,390,390
6,195,195
9,769,769
19,736,736
11,368,368
10,184,184
14,92,92
5,46,46
13,23,23
8,875,875
8,725,725
17,522,522
12,261,261
9,994,994
20,497,497
15,920,920
18,460,460
14,230,230
14,115,115
12,857,857
20,716,716
9,358,358
4,179,179
9,825,825
14,764,764
14,382,382
3,191,191
15,831,831
7,767,767
17,543,543
10,623,623
7,599,599
18,587,587
7,581,581
9,578,578
6,289,289
14,1008,1008
16,504,504
15,252,252
10,126,126
8,63,63
13,895,895
15,735,735
6,527,527
9,615,615
10,595,595
14,585,585
8,580,580
18,290,290
12,145,145
8,808,808
19,404,404
13,202,202
15,101,101
6,850,850
14,425,425
12,948,948
10,474,474
15,237,237
10,790,790
9,395,395
8,933,933
4,690,690
5,345,345
12,972,972
15,486,486
11,243,243
6,793,793
12,748,748
11,374,374
12,187,187
15,829,829
14,766,766
2,383,383
10,991,991
12,655,655
10,551,551
6,627,627
19,601,601
6,588,588
10,294,294
16,147,147
11,809,809
5,756,756
11,378,378
16,189,189
11,830,830
14,415,415
11,943,943
17,695,695
8,571,571
16,637,637
17,606,606
10,303,303
9,1015,1015
14,667,667
2,557,557
16,630,630
11,315,315
14,1021,1021
14,670,670
10,335,335
12,967,967
6,643,643
19,545,545
11,624,624
9,312,312
12,156,156
15,78,78
14,39,39
5,883,883
16,729,729
13,524,524
9,262,262
8,131,131
14,801,801
11,752,752
5,376,376
10,188,188
17,94,94
11,47,47
6,887,887
20,731,731
15,525,525
7,614,614
9,307,307
16,1017,1017
18,668,668
22,334,334
9,167,167
10,819,819
18,761,761
12,540,540
8,270,270
9,135,135
17,803,803
18,753,753
4,536,536
17,268,268
11,134,134
6,67,67
12,833,833
10,704,704
11,352,352
15,176,176
7,88,88
10,44,44
4,22,22
14,11,11
15,869,869
16,722,722
10,361,361
17,980,980
11,490,490
9,245,245
6,794,794
17,397,397
15,934,934
14,467,467
15,905,905
13,676,676
7,338,338
12,169,169
15,820,820
15,410,410
11,205,205
19,774,774
12,387,387
14,929,929
13,688,688
6,344,344
21,172,172
12,86,86
9,43,43
9,885,885
8,730,730
10,365,365
17,982,982
5,491,491
14,917,917
6,682,682
10,341,341
10,970,970
14,485,485
6,914,914
16,457,457
19,900,900
14,450,450
10,225,225
17,784,784
14,392,392
8,196,196
16,98,98
18,49,49
6,888,888
20,444,444
11,222,222
14,111,111
12,855,855
12,715,715
10,517,517
13,610,610
9,305,305
13,1016,1016
7,508,508
14,254,254
5,127,127
13,863,863
5,719,719
13,519,519
13,611,611
16,593,593
7,584,584
9,292,292
8,146,146
14,73,73
16,836,836
11,418,418
11,209,209
18,776,776
16,388,388
9,194,194
6,97,97
19,848,848
13,424,424
22,212,212
13,106,106
10,53,53
14,890,890
16,445,445
12,958,958
9,479,479
16,911,911
7,679,679
11,563,563
14,633,633
13,604,604
8,302,302
10,151,151
21,811,811
16,757,757
5,538,538
14,269,269
10,998,998
11,499,499
16,921,921
15,684,684
19,342,342
14,171,171
15,821,821
9,762,762
